B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed
3.8,0.6,0.1,63.9,27.4,0.461,0.6,1.9,0.5,0.261,80.5,42.9,20.0,494.2,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,Orthodox,172.72,170.18,145.0,1.0,0.0,0.0,16.333333333333332,12.333333333333336,3.6666666666666665,1.6666666666666667,59.0,28.33333333333333,1.6666666666666667,1.3333333333333333,37.333333333333336,10.333333333333334,0.0,10.666666666666666,8.666666666666666,0.3333333333333333,0.0,64.33333333333333,31.33333333333333,0.45,2.0,0.0,0.0
20.0,2.0,0.0,169.0,86.0,0.5,0.0,0.0,0.0,0.0,191.0,105.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,182.88,170.0,1.0,0.0,0.0,11.5,7.5,20.5,14.5,29.5,9.0,3.5,2.0,36.0,14.0,0.0,6.0,4.0,0.0,0.0,53.5,25.5,0.475,0.0,0.0,0.0
4.0,2.0,0.0,101.0,57.0,0.56,0.0,5.0,2.0,0.4,111.0,66.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,185.42,185.0,2.0,0.0,0.0,7.0,5.6,3.8,3.0,37.8,13.6,7.0,4.4,39.6,13.8,0.0,2.0,1.6,2.6,0.0,48.6,21.0,0.39399999999999996,0.6,5.0,2.4
6.0,0.0,0.0,110.0,52.0,0.47,0.0,5.0,1.0,0.2,115.0,56.0,2.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,180.34,155.0,0.0,1.0,0.0,5.5,4.5,1.0,1.0,49.5,14.0,6.5,5.0,50.0,15.0,0.0,1.5,0.5,3.0,0.5,57.0,20.0,0.5,2.0,3.0,2.0
11.5,1.0,0.0,59.5,28.5,0.485,0.5,7.5,1.5,0.2,70.5,38.0,5.0,675.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,190.5,198.12,170.0,0.0,1.0,0.0,12.0,6.0,5.0,2.0,110.0,46.0,1.0,1.0,71.0,28.0,0.0,33.0,15.0,1.0,1.0,116.0,49.0,0.42,0.0,3.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,182.88,135.0,0.0,2.0,0.0,3.5,2.25,2.0,0.5,52.25,17.75,18.0,13.0,54.75,21.5,0.0,14.0,7.5,0.5,0.0,72.25,31.25,0.355,0.25,0.75,0.25
1.3333333333333333,0.1111111111111111,0.0,33.77777777777778,13.777777777777779,0.4066666666666667,0.1111111111111111,1.0,0.1111111111111111,0.03666666666666667,39.444444444444436,18.777777777777782,17.0,462.88888888888886,0.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,Orthodox,193.04,203.2,265.0,0.0,3.0,0.0,5.454545454545454,4.909090909090909,9.090909090909092,5.909090909090909,80.27272727272727,35.18181818181818,13.363636363636365,10.363636363636363,90.54545454545456,40.27272727272727,0.3636363636363637,6.727272727272728,6.2727272727272725,1.4545454545454546,0.0,102.72727272727272,51.45454545454545,0.5254545454545454,0.0,4.2727272727272725,1.4545454545454546
6.857142857142858,0.2857142857142857,0.07142857142857142,52.214285714285715,29.42857142857143,0.5442857142857143,0.21428571428571427,1.5,0.2857142857142857,0.07071428571428573,66.78571428571429,43.0,24.0,448.21428571428567,0.0,0.0,0.0,1.0,7.0,1.0,0.0,9.0,Orthodox,198.12,200.66,255.0,1.0,0.0,0.0,8.727272727272727,6.909090909090909,8.090909090909092,5.909090909090909,63.45454545454545,34.0,8.454545454545455,5.2727272727272725,63.09090909090909,30.63636363636364,0.18181818181818185,8.181818181818182,7.636363636363638,1.181818181818182,0.0,80.0,45.18181818181818,0.5845454545454545,0.18181818181818185,2.1818181818181817,0.5454545454545454
0.0,0.0,0.0,6.0,3.0,0.5,0.0,0.0,0.0,0.0,6.0,3.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Switch,187.96,187.96,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.333333333333334,0.0,0.0,102.0,38.66666666666666,0.42,0.0,2.333333333333333,0.0,0.0,103.0,39.66666666666666,7.0,629.6666666666666,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Orthodox,162.56,172.72,135.0,1.0,0.0,0.0,14.0,8.857142857142858,9.071428571428571,6.357142857142858,75.14285714285714,27.0,13.571428571428573,8.928571428571429,80.14285714285714,30.642857142857146,0.21428571428571427,3.6428571428571432,2.7857142857142856,0.7857142857142857,0.14285714285714285,97.78571428571428,42.285714285714285,0.4685714285714286,0.5714285714285714,5.357142857142857,1.5
8.5,0.0,0.0,94.5,51.75,0.5125000000000001,0.25,0.75,0.0,0.0,114.25,69.0,10.0,663.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,167.64,165.1,125.0,0.0,1.0,0.0,14.25,11.625,19.25,12.25,86.625,45.375,8.75,6.75,96.625,49.125,0.125,3.75,3.625,2.125,0.0,114.625,64.375,0.57375,0.5,2.625,1.625
3.0,0.0,0.0,101.6,42.0,0.4239999999999999,0.2,2.8,0.4,0.08199999999999999,114.8,54.6,12.0,630.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Orthodox,165.1,162.56,135.0,3.0,0.0,0.0,8.166666666666666,5.666666666666668,15.166666666666664,9.0,105.0,38.16666666666666,0.8333333333333334,0.8333333333333334,100.83333333333331,32.333333333333336,0.0,12.0,10.0,0.5,0.0,121.0,48.0,0.4183333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666
3.1666666666666665,1.0,0.0,43.66666666666666,18.666666666666668,0.44,0.3333333333333333,2.0,0.8333333333333334,0.13833333333333336,67.5,39.0,11.0,419.33333333333326,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,Orthodox,185.42,185.42,185.0,1.0,0.0,0.0,11.25,7.333333333333332,8.916666666666666,5.583333333333332,82.41666666666667,31.16666666666667,2.583333333333333,1.8333333333333333,72.0,23.08333333333333,0.08333333333333333,10.666666666666666,8.166666666666666,0.5,0.08333333333333333,93.91666666666669,38.583333333333336,0.4133333333333334,0.0,3.583333333333333,1.1666666666666667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,190.5,155.0,0.0,1.0,0.0,13.375,10.5625,14.875,9.4375,60.375,23.875,11.3125,8.8125,65.4375,25.25,0.0625,7.75,6.3125,2.5,0.0,86.5625,42.125,0.5181250000000001,1.1875,9.5625,3.375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,187.96,187.96,155.0,0.0,1.0,0.0,8.666666666666666,5.0,12.833333333333336,7.166666666666668,73.16666666666667,20.0,2.0,1.6666666666666667,72.0,18.5,0.0,7.333333333333332,5.333333333333333,1.3333333333333333,0.0,88.0,28.83333333333333,0.29166666666666663,0.16666666666666666,4.833333333333333,0.8333333333333334
3.111111111111111,1.2222222222222223,0.1111111111111111,42.555555555555564,20.222222222222218,0.5766666666666667,0.2222222222222222,2.2222222222222223,0.8888888888888888,0.1811111111111111,54.444444444444436,31.0,18.0,526.6666666666666,1.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,Orthodox,190.5,198.12,250.0,2.0,0.0,0.0,3.4,2.15,6.9,4.3,45.6,15.55,2.3,1.6,42.45,13.1,0.5,8.95,6.2,0.15,0.0,54.8,21.45,0.4560000000000001,0.25,0.25,0.1
4.25,2.25,0.25,78.75,41.0,0.465,0.0,1.75,1.0,0.25,118.25,75.0,10.0,704.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,187.96,198.12,205.0,2.0,0.0,0.0,12.0,6.75,7.166666666666668,3.9166666666666665,90.16666666666669,32.083333333333336,7.333333333333332,5.166666666666667,86.0,29.33333333333333,0.5833333333333334,6.666666666666668,5.083333333333333,1.0833333333333333,0.0,104.66666666666669,41.16666666666666,0.3825,0.4166666666666667,3.083333333333333,1.0833333333333333
2.7142857142857144,0.0,0.0,35.857142857142854,17.142857142857142,0.3485714285714286,0.0,0.14285714285714285,0.0,0.0,37.714285714285715,18.714285714285715,11.0,330.42857142857144,0.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,Orthodox,177.8,185.42,205.0,1.0,0.0,0.0,5.0,3.4444444444444446,5.0,3.2777777777777777,47.72222222222222,14.222222222222221,12.944444444444445,9.055555555555557,55.16666666666666,18.722222222222218,0.3333333333333333,5.5,4.388888888888889,1.8888888888888888,0.0,65.66666666666667,26.555555555555557,0.3711111111111112,0.2777777777777778,5.4444444444444455,2.2777777777777777
4.75,2.25,0.25,75.0,26.5,0.35750000000000004,0.5,7.0,3.0,0.35,91.5,41.0,10.0,689.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Switch,175.26,180.34,155.0,0.0,2.0,0.0,10.5,5.75,4.0,1.5,102.5,41.75,0.5,0.5,88.0,30.75,0.5,8.5,7.25,1.0,0.25,107.0,43.75,0.3975,0.0,2.5,0.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,185.42,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.333333333333332,1.0,0.3333333333333333,125.66666666666669,54.0,0.44333333333333336,0.3333333333333333,2.6666666666666665,0.3333333333333333,0.11,135.33333333333334,62.33333333333334,9.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,180.34,187.96,170.0,1.0,0.0,0.0,7.666666666666668,4.833333333333333,4.333333333333333,2.0,51.0,16.833333333333332,1.6666666666666667,1.5,43.16666666666666,10.0,0.0,6.166666666666668,5.5,1.3333333333333333,0.16666666666666666,57.0,20.33333333333333,0.37166666666666665,0.5,4.166666666666667,1.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,162.56,162.56,125.0,0.0,1.0,0.0,23.0,15.0,12.5,9.5,99.0,22.5,3.0,1.0,88.0,15.0,0.0,3.5,3.0,0.5,0.0,114.5,33.0,0.465,0.0,2.0,1.0
2.5,2.0,0.25,83.25,34.25,0.4225,0.5,0.5,0.25,0.125,99.5,49.0,10.0,720.25,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Orthodox,170.18,175.26,135.0,1.0,0.0,0.0,13.666666666666664,11.666666666666664,16.0,14.666666666666664,72.33333333333333,25.0,5.333333333333333,4.0,73.33333333333333,27.0,0.6666666666666666,6.666666666666668,5.0,0.0,0.3333333333333333,93.66666666666669,43.66666666666666,0.4366666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,195.58,203.2,265.0,1.0,0.0,0.0,13.0,11.0,30.0,19.0,58.0,19.0,0.0,0.0,71.0,25.0,0.0,4.0,2.0,0.0,0.0,88.0,38.0,0.43,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,195.58,185.0,0.0,1.0,0.0,6.5,4.5,10.5,8.0,23.0,10.25,2.25,2.25,22.0,9.0,1.0,7.25,7.0,0.25,0.25,35.75,20.5,0.6475,0.25,1.25,0.25
6.0,0.8571428571428571,0.2857142857142857,70.14285714285714,26.857142857142854,0.4028571428571429,0.0,4.0,1.5714285714285714,0.35428571428571426,95.28571428571428,48.85714285714285,18.0,745.7142857142858,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,Orthodox,175.26,182.88,155.0,0.0,2.0,0.0,6.0,3.1428571428571432,3.8571428571428568,2.7142857142857144,49.85714285714285,12.857142857142858,10.714285714285714,8.285714285714286,54.714285714285715,18.714285714285715,0.14285714285714285,3.7142857142857135,2.0,1.1428571428571428,0.14285714285714285,64.42857142857143,23.857142857142854,0.3828571428571429,0.14285714285714285,7.142857142857142,3.7142857142857135
3.5,1.25,0.5,88.16666666666669,39.5,0.4066666666666667,0.8333333333333334,5.166666666666667,3.4166666666666665,0.5433333333333333,110.41666666666669,60.0,37.0,876.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,7.0,Orthodox,187.96,190.5,170.0,0.0,5.0,0.0,4.913043478260869,3.4782608695652173,4.3478260869565215,2.608695652173913,29.869565217391305,8.347826086956523,15.130434782608695,11.217391304347824,42.47826086956522,17.17391304347826,0.043478260869565216,1.9565217391304348,1.5217391304347827,3.652173913043478,0.17391304347826084,49.34782608695652,22.17391304347826,0.5313043478260869,1.0,7.6521739130434785,2.391304347826087
2.2,0.9333333333333332,0.0,46.2,20.866666666666667,0.38799999999999996,0.4,2.2,0.8666666666666667,0.30866666666666664,55.33333333333334,28.86666666666667,28.0,420.33333333333326,0.0,0.0,0.0,1.0,0.0,8.0,0.0,9.0,Orthodox,177.8,187.96,155.0,3.0,0.0,0.0,7.222222222222222,4.777777777777779,3.111111111111111,1.7777777777777777,64.8888888888889,26.222222222222218,1.1111111111111112,0.7777777777777778,57.444444444444436,19.666666666666668,0.2222222222222222,4.4444444444444455,4.333333333333333,0.5555555555555556,0.1111111111111111,69.1111111111111,28.777777777777782,0.4522222222222223,0.3333333333333333,1.4444444444444444,0.6666666666666666
4.0,1.6666666666666667,0.3333333333333333,121.0,51.66666666666666,0.4466666666666667,0.6666666666666666,3.333333333333333,0.6666666666666666,0.17666666666666667,143.33333333333334,70.66666666666667,7.0,683.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,167.64,162.56,125.0,1.0,0.0,0.0,21.25,13.5,37.75,24.5,32.5,10.5,24.75,17.75,67.75,34.75,0.0,6.0,4.5,2.25,0.75,95.0,52.75,0.51,1.0,5.0,2.0
2.4347826086956523,1.6521739130434785,0.2608695652173913,65.21739130434783,24.30434782608696,0.37521739130434784,0.6086956521739131,2.652173913043478,1.2608695652173914,0.2778260869565217,89.17391304347827,46.43478260869565,53.0,620.5652173913044,0.0,0.0,1.0,5.0,3.0,6.0,0.0,15.0,Southpaw,172.72,180.34,155.0,0.0,1.0,0.0,2.0,1.619047619047619,4.380952380952381,3.1904761904761907,39.142857142857146,10.380952380952381,7.476190476190476,6.0,48.38095238095239,17.476190476190474,0.14285714285714285,0.6190476190476191,0.4761904761904762,2.4761904761904763,0.3809523809523809,51.0,19.571428571428573,0.4357142857142858,1.238095238095238,2.761904761904762,1.1428571428571428
2.833333333333333,1.1666666666666667,0.0,57.33333333333334,29.5,0.4616666666666667,0.0,1.1666666666666667,0.6666666666666666,0.095,84.0,53.33333333333334,13.0,521.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Southpaw,180.34,195.58,185.0,0.0,1.0,0.0,4.428571428571429,3.4285714285714284,11.857142857142858,7.7142857142857135,24.142857142857146,10.142857142857142,1.8571428571428568,1.5714285714285714,31.285714285714285,14.571428571428573,0.2857142857142857,2.142857142857143,1.4285714285714286,0.14285714285714285,0.0,37.857142857142854,19.428571428571427,0.5542857142857143,0.14285714285714285,0.0,0.0
25.0,0.0,0.0,232.0,92.0,0.39,0.0,8.0,1.0,0.12,237.0,95.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,177.8,145.0,0.0,1.0,0.0,7.0,6.0,2.0,2.0,12.0,6.0,57.0,30.0,63.0,31.0,0.0,1.0,1.0,1.0,0.0,71.0,38.0,0.53,0.0,9.0,5.0
20.0,1.0,1.0,135.0,45.0,0.33,1.0,5.0,1.0,0.2,148.0,56.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,187.96,185.0,1.0,0.0,0.0,5.333333333333333,4.333333333333333,3.6666666666666665,3.6666666666666665,19.0,5.666666666666668,39.66666666666666,31.33333333333333,49.66666666666666,30.33333333333333,0.0,7.333333333333332,6.0,1.0,0.0,62.33333333333334,40.66666666666666,0.5633333333333334,1.0,3.0,0.6666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,195.58,155.0,2.0,0.0,0.0,16.0,11.5,6.25,4.0,55.75,31.0,8.25,6.75,39.0,16.5,0.0,15.25,13.75,0.75,0.25,70.25,41.75,0.5750000000000001,0.0,3.5,1.0
0.0,3.0,0.0,36.0,25.0,0.63,1.0,4.0,1.5,0.185,53.0,40.0,4.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,155.0,2.0,0.0,0.0,14.6,10.6,6.2,3.4,125.6,51.6,0.2,0.2,105.8,33.2,0.0,11.6,11.4,1.0,0.0,132.0,55.2,0.426,0.0,1.6,0.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,175.26,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.25,0.375,0.0,60.25,24.375,0.4025,0.375,1.625,0.625,0.19625,64.625,27.875,13.0,361.75,2.0,0.0,0.0,1.0,6.0,0.0,0.0,7.0,Southpaw,175.26,187.96,155.0,0.0,2.0,0.0,10.5,6.727272727272728,12.545454545454545,9.090909090909092,95.0,36.13636363636363,3.227272727272727,2.227272727272727,94.63636363636364,36.31818181818182,0.13636363636363635,5.636363636363638,4.409090909090909,0.6818181818181818,0.2727272727272727,110.77272727272728,47.45454545454545,0.4236363636363637,1.1363636363636365,2.636363636363636,0.7272727272727273
3.8,1.0,0.1,81.1,34.4,0.39399999999999996,0.3,3.9,1.6,0.166,92.6,44.9,22.0,561.6,1.0,0.0,0.0,1.0,3.0,3.0,1.0,8.0,Orthodox,187.96,193.04,205.0,0.0,2.0,0.0,3.941176470588236,2.8823529411764706,4.823529411764706,3.3529411764705883,30.823529411764714,11.764705882352944,8.823529411764708,5.764705882352941,36.058823529411775,14.411764705882351,0.7058823529411765,4.470588235294118,3.5882352941176467,0.5882352941176471,0.05882352941176471,44.470588235294116,20.88235294117647,0.5064705882352941,0.29411764705882354,1.7647058823529411,1.0588235294117647
7.761904761904763,0.0,0.047619047619047616,88.14285714285714,42.142857142857146,0.4514285714285714,0.09523809523809523,2.142857142857143,0.2380952380952381,0.036666666666666674,94.66666666666669,47.714285714285715,43.0,540.7142857142857,1.0,0.0,0.0,6.0,6.0,5.0,0.0,17.0,Orthodox,185.42,185.42,155.0,0.0,3.0,0.0,23.444444444444446,17.055555555555557,17.22222222222222,11.055555555555555,86.66666666666669,29.722222222222218,13.166666666666664,8.333333333333334,86.16666666666669,25.5,0.3333333333333333,7.4444444444444455,6.5555555555555545,1.5555555555555556,0.2777777777777778,117.05555555555556,49.111111111111114,0.42722222222222217,0.7777777777777778,4.333333333333333,2.1666666666666665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,180.34,170.0,1.0,0.0,0.0,11.0,8.2,4.2,3.0,98.4,40.2,4.4,3.8,92.8,35.8,0.8,3.2,3.0,0.0,0.0,107.0,47.0,0.482,0.2,0.2,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,182.88,170.0,0.0,1.0,0.0,19.363636363636363,11.272727272727273,9.454545454545457,6.636363636363638,76.63636363636364,30.0,10.636363636363637,6.2727272727272725,71.81818181818181,26.45454545454545,0.5454545454545454,5.545454545454546,5.181818181818182,0.4545454545454545,0.18181818181818185,96.72727272727272,42.90909090909091,0.4645454545454546,0.18181818181818185,1.3636363636363635,0.6363636363636364
3.5,0.6666666666666666,0.08333333333333333,98.0,41.333333333333336,0.4658333333333334,0.25,4.75,1.4166666666666667,0.3083333333333333,125.66666666666669,66.5,33.0,788.5,0.0,0.0,3.0,4.0,1.0,0.0,0.0,8.0,Orthodox,170.18,172.72,135.0,0.0,4.0,0.0,4.0,2.5,1.5,0.75,88.25,32.5,5.5,3.0,87.25,31.25,1.25,4.0,2.5,0.75,0.0,95.25,36.25,0.3624999999999999,0.0,2.25,1.0
1.3333333333333333,1.0,0.6666666666666666,130.33333333333334,50.33333333333334,0.37333333333333335,1.0,3.333333333333333,1.3333333333333333,0.3533333333333333,152.33333333333334,69.33333333333333,9.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,167.64,165.1,135.0,0.0,2.0,0.0,15.5,11.833333333333336,25.0,17.833333333333332,76.5,31.16666666666667,6.333333333333332,4.833333333333333,83.5,34.333333333333336,0.0,8.833333333333334,7.666666666666668,0.5,0.0,107.83333333333331,53.83333333333334,0.5066666666666667,0.8333333333333334,2.833333333333333,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,145.0,2.0,0.0,0.0,5.5,2.5,2.5,0.5,56.5,11.5,0.5,0.5,53.0,9.0,0.0,1.0,1.0,0.0,0.0,59.5,12.5,0.195,0.0,0.0,0.0
11.0,0.6666666666666666,0.0,108.66666666666669,55.33333333333334,0.4833333333333334,0.0,2.0,1.0,0.25,167.66666666666666,105.0,7.0,652.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,170.18,170.18,115.0,0.0,1.0,0.0,5.25,3.0,8.75,5.0,108.0,37.25,7.5,6.0,111.75,39.25,0.0,7.25,6.0,1.75,0.0,124.25,48.25,0.39,0.5,5.25,1.25
9.444444444444443,1.1111111111111112,0.0,93.22222222222223,35.0,0.3877777777777778,0.3333333333333333,4.333333333333333,1.0,0.13666666666666666,112.0,51.88888888888889,22.0,694.5555555555555,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,Orthodox,180.34,182.88,170.0,0.0,3.0,0.0,10.5,7.928571428571429,14.428571428571427,11.0,68.85714285714286,25.357142857142854,20.5,15.5,86.7857142857143,38.857142857142854,0.07142857142857142,6.5,5.071428571428571,2.7142857142857144,0.14285714285714285,103.78571428571428,51.85714285714285,0.44857142857142857,0.21428571428571427,4.928571428571429,2.4285714285714284
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,193.04,170.0,0.0,1.0,0.0,4.2,2.4,3.0,2.0,15.8,4.8,14.4,9.4,28.0,12.8,0.2,1.0,1.0,4.6,0.0,33.2,16.2,0.612,0.4,7.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,182.88,187.96,185.0,1.0,0.0,0.0,5.0,3.0,13.0,11.0,12.0,3.0,2.0,1.0,19.0,12.0,0.0,3.0,0.0,1.0,1.0,27.0,15.0,0.55,0.0,2.0,1.0
4.142857142857143,2.0,0.35714285714285715,67.07142857142857,24.5,0.4171428571428572,0.5714285714285714,5.142857142857143,2.2142857142857144,0.42,90.0,43.5,36.0,703.2857142857142,0.0,0.0,2.0,3.0,0.0,2.0,0.0,7.0,Southpaw,177.8,185.42,145.0,0.0,4.0,0.0,14.0,10.0,6.5,3.75,67.5,30.5,11.0,7.5,60.25,22.75,0.25,10.75,9.0,2.25,0.5,85.0,41.75,0.4825,1.75,4.5,1.75
5.142857142857143,0.0,0.14285714285714285,49.57142857142857,20.714285714285715,0.5800000000000001,0.14285714285714285,1.5714285714285714,0.8571428571428571,0.5357142857142857,64.57142857142857,34.42857142857143,12.0,395.4285714285714,1.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,Orthodox,170.18,177.8,145.0,0.0,1.0,0.0,8.727272727272727,5.545454545454546,16.181818181818183,9.909090909090908,63.90909090909091,21.09090909090909,25.363636363636363,16.727272727272727,87.9090909090909,34.63636363636363,0.4545454545454545,8.818181818181818,7.545454545454546,2.5454545454545454,0.18181818181818185,105.45454545454544,47.72727272727273,0.44272727272727264,1.0909090909090908,6.727272727272728,3.0
9.875,1.1875,0.0625,81.625,34.375,0.414375,0.3125,3.8125,1.375,0.37,94.8125,45.4375,40.0,679.375,0.0,0.0,2.0,4.0,1.0,1.0,1.0,9.0,Orthodox,187.96,193.04,185.0,2.0,0.0,0.0,3.8,2.066666666666667,4.533333333333333,2.333333333333333,51.93333333333333,16.333333333333332,9.266666666666667,6.2,57.0,18.466666666666665,0.26666666666666666,4.933333333333334,4.333333333333333,3.466666666666667,0.0,65.73333333333333,24.86666666666667,0.3906666666666666,1.0,6.0,1.6666666666666667
4.0,1.0,0.2,44.6,20.2,0.636,0.6,2.2,0.4,0.22200000000000006,54.2,29.6,10.0,538.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,Southpaw,182.88,190.5,185.0,0.0,2.0,0.0,10.0,4.166666666666667,4.166666666666667,1.8333333333333333,80.33333333333333,31.0,2.1666666666666665,1.1666666666666667,71.0,25.33333333333333,0.6666666666666666,5.666666666666668,4.5,0.0,0.0,86.66666666666669,34.0,0.4066666666666667,0.0,1.0,0.16666666666666666
