R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att
Renan Barao,Brian Kelleher,Dan Miragliotta,2018,"Orlando, Florida, USA",Blue,False,Bantamweight,3,0.0,1.0,0.0,6.0,4.0,5.666666666666668,3.6666666666666665,45.0,19.0,8.666666666666666,7.666666666666668,44.33333333333334,19.33333333333333,0.3333333333333333,9.0,7.0,1.0,0.3333333333333333,59.33333333333334,30.33333333333333,0.43,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.44333333333333336,77.0,44.66666666666666,1.0,1.0,8.666666666666666,4.666666666666667,1.3333333333333333,1.3333333333333333,50.33333333333334,18.666666666666668,0.0,0.0,39.333333333333336,12.0,0.0,3.6666666666666665
Sara McMann,Marion Reneau,Kevin MacDonald,2018,"Orlando, Florida, USA",Blue,False,Women's Bantamweight,3,0.0,1.0,0.0,13.857142857142858,9.285714285714286,13.571428571428573,8.714285714285714,92.71428571428572,32.0,14.714285714285715,9.285714285714286,99.0,34.42857142857143,0.0,8.142857142857142,6.2857142857142865,1.0,0.14285714285714285,121.0,50.0,0.4014285714285714,1.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,152.0,75.0,2.0,3.0,18.285714285714285,10.857142857142858,4.857142857142857,3.1428571428571432,99.71428571428572,29.42857142857143,2.8571428571428568,1.1428571428571428,77.0,14.714285714285715,0.14285714285714285,12.142857142857142
Maryna Moroz,Angela Hill,Jorge Alonso,2018,"Orlando, Florida, USA",Blue,False,Women's Strawweight,3,1.0,0.0,0.0,23.0,14.666666666666664,28.83333333333333,20.5,99.0,42.0,3.5,2.333333333333333,97.0,40.16666666666666,0.3333333333333333,11.333333333333336,10.0,0.0,0.16666666666666666,131.33333333333334,64.83333333333333,0.4916666666666666,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,151.0,82.33333333333333,1.0,4.0,26.83333333333333,15.833333333333336,28.33333333333333,15.333333333333336,127.83333333333331,48.66666666666666,1.0,0.3333333333333333,116.66666666666669,36.5,0.0,13.666666666666664
Ben Saunders,Alan Jouban,Andrew Glenn,2018,"Orlando, Florida, USA",Blue,False,Welterweight,3,2.0,0.0,0.0,13.3,8.6,7.7,5.1,61.6,30.9,5.3,3.3,51.3,22.0,0.7,10.0,8.7,0.2,0.0,74.6,39.3,0.542,0.0,0.6,0.3,0.14,80.3,44.7,3.0,4.0,5.8,3.4,6.1,3.4,59.0,21.0,4.1,2.6,60.4,21.4,0.3,3.0
Sam Alvey,Marcin Prachnio,Dan Miragliotta,2018,"Orlando, Florida, USA",Red,False,Light Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rani Yahya,Russell Doane,Kevin MacDonald,2018,"Orlando, Florida, USA",Red,False,Bantamweight,3,0.0,1.0,0.0,4.857142857142857,3.1428571428571432,4.714285714285714,3.571428571428572,32.42857142857143,9.285714285714286,9.571428571428571,6.428571428571429,40.0,14.714285714285715,0.2857142857142857,1.8571428571428568,1.4285714285714286,1.7142857142857142,0.5714285714285714,46.714285714285715,19.285714285714285,0.4085714285714285,0.5714285714285714,3.2857142857142856,1.4285714285714286,0.19,72.71428571428571,41.857142857142854,2.0,4.0,6.0,4.0,2.4285714285714284,1.7142857142857142,32.57142857142857,12.571428571428573,2.4285714285714284,2.0,26.285714285714285,8.428571428571429,0.0,5.142857142857143
Eric Shelton,Alex Perez,Jorge Alonso,2018,"Orlando, Florida, USA",Blue,False,Flyweight,3,0.0,1.0,0.0,8.0,5.0,8.0,7.0,21.0,9.0,11.0,8.0,25.0,13.0,0.0,7.0,6.0,1.0,0.0,40.0,24.0,0.6,3.0,4.0,2.0,0.5,62.0,42.0,1.0,0.0,0.0,0.0,1.0,1.0,27.0,7.0,0.0,0.0,27.0,7.0,0.0,1.0
Albert Morales,Manny Bermudez,Andrew Glenn,2018,"Orlando, Florida, USA",Blue,False,Bantamweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donald Cerrone,Yancy Medeiros,Herb Dean,2018,"Austin, Texas, USA",Red,False,Welterweight,5,0.0,3.0,0.0,13.090909090909092,7.545454545454546,4.090909090909091,2.727272727272727,81.36363636363636,26.72727272727273,3.636363636363636,2.727272727272727,71.36363636363636,20.818181818181817,0.8181818181818182,4.636363636363637,3.8181818181818175,0.4545454545454545,0.18181818181818185,89.0909090909091,32.18181818181818,0.3627272727272727,0.3636363636363637,0.2727272727272727,0.09090909090909093,0.09090909090909093,92.1818181818182,35.0,3.0,5.0,17.181818181818183,11.0,8.909090909090908,6.363636363636362,69.63636363636364,34.09090909090909,1.6363636363636365,1.2727272727272727,55.0,24.0,0.3636363636363637,8.0
Derrick Lewis,Marcin Tybura,Dan Miragliotta,2018,"Austin, Texas, USA",Red,False,Heavyweight,3,1.0,0.0,0.0,12.0,8.2,11.0,8.8,87.4,37.0,17.2,12.4,94.8,42.2,0.2,8.8,7.8,2.0,0.0,115.6,58.2,0.5,0.0,1.8,1.0,0.4980000000000001,165.2,100.6,3.0,2.0,12.0,10.2,14.2,10.0,87.8,38.2,1.0,0.8,84.4,33.0,0.0,6.6
James Vick,Francisco Trinaldo,Kerry Hatley,2018,"Austin, Texas, USA",Red,False,Lightweight,3,0.0,1.0,0.0,12.75,10.125,10.375,7.5,62.0625,24.5,10.3125,6.6875,64.625,23.75,0.1875,5.375,4.8125,1.0,0.0625,82.75,38.6875,0.50125,0.375,1.9375,0.8125,0.31625000000000003,99.0,53.0625,7.0,4.0,10.8125,6.6875,5.8125,4.5,54.1875,18.3125,4.9375,3.125,48.9375,14.8125,0.0625,5.1875
Thiago Alves,Curtis Millender,Jacob Montalvo,2018,"Austin, Texas, USA",Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Peterson,Brandon Davis,Dan Miragliotta,2018,"Austin, Texas, USA",Blue,False,Featherweight,3,1.0,0.0,0.0,11.0,7.0,6.0,3.0,106.0,35.0,0.0,0.0,87.0,19.0,0.0,14.0,12.0,0.0,0.0,112.0,38.0,0.33,0.0,1.0,1.0,1.0,133.0,59.0,0.0,1.0,15.0,4.0,14.0,7.0,118.0,26.0,0.0,0.0,117.0,29.0,0.0,0.0
Sage Northcutt,Thibault Gouti,Kerry Hatley,2018,"Austin, Texas, USA",Red,False,Lightweight,3,0.0,1.0,0.0,2.75,1.5,8.25,4.25,29.75,10.5,5.0,3.75,38.5,15.75,0.25,1.75,1.25,0.25,0.25,43.0,18.5,0.285,0.0,0.0,0.0,0.0,52.5,27.5,1.0,3.0,4.75,3.0,3.25,1.5,27.5,13.25,9.5,7.5,34.0,18.0,0.75,1.5
Jared Gordon,Diego Ferreira,Dan Miragliotta,2018,"Austin, Texas, USA",Blue,False,Lightweight,3,0.0,1.0,0.0,11.4,6.8,6.2,3.8,65.0,20.6,3.4,3.2,60.0,18.0,0.2,3.2,2.8,1.0,0.4,74.6,27.6,0.4119999999999999,0.6,1.8,0.2,0.2,92.2,42.8,2.0,2.0,6.0,3.8,5.4,3.2,41.2,18.4,7.8,3.4,44.8,18.2,0.4,3.6
Geoff Neal,Brian Camozzi,Jacob Montalvo,2018,"Austin, Texas, USA",Red,False,Welterweight,3,2.0,0.0,0.0,5.5,4.5,1.5,0.0,106.5,28.5,0.5,0.5,92.0,16.0,0.0,11.0,8.5,0.0,0.0,108.5,29.0,0.28,0.5,1.5,0.0,0.0,110.0,30.5,0.0,2.0,24.0,19.5,8.5,8.0,107.5,40.5,14.5,10.5,97.5,30.5,1.0,9.0
Roberto Sanchez,Joby Sanchez,Herb Dean,2018,"Austin, Texas, USA",Red,False,Flyweight,3,1.0,0.0,0.0,17.333333333333332,11.666666666666664,6.333333333333332,3.333333333333333,135.33333333333334,35.666666666666664,8.666666666666666,5.333333333333333,131.66666666666666,32.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,150.33333333333334,44.33333333333334,0.2833333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,159.33333333333334,52.66666666666666,1.0,2.0,7.666666666666668,3.6666666666666665,7.666666666666668,3.6666666666666665,107.33333333333331,33.0,2.333333333333333,2.333333333333333,104.33333333333331,30.33333333333333,0.3333333333333333,5.333333333333333
Sarah Moras,Lucie Pudilova,Jacob Montalvo,2018,"Austin, Texas, USA",Blue,False,Women's Bantamweight,3,0.0,1.0,0.0,19.5,13.0,23.5,19.5,162.5,56.0,0.5,0.5,161.5,59.5,0.0,5.5,3.5,0.5,0.0,186.5,76.0,0.395,1.0,1.0,0.0,0.0,235.0,116.0,1.0,1.0,24.5,17.5,27.5,18.5,121.0,49.0,4.5,2.5,117.5,42.0,0.0,11.0
Joshua Burkman,Alex Morono,Herb Dean,2018,"Austin, Texas, USA",Blue,False,Welterweight,3,2.0,0.0,0.0,10.25,6.75,10.75,6.0,127.0,51.5,3.5,1.75,122.25,45.5,0.25,8.75,7.0,0.25,0.0,141.25,59.25,0.3925,0.25,0.75,0.0,0.0,152.5,69.75,2.0,2.0,27.5,16.0,6.0,1.75,97.5,33.75,4.5,3.25,68.75,15.25,0.25,11.75
Oskar Piechota,Tim Williams,Kerry Hatley,2018,"Austin, Texas, USA",Red,False,Middleweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoel Romero,Luke Rockhold,Marc Goddard,2018,"Perth, Western Australia, Australia",Red,True,Middleweight,5,0.0,1.0,0.0,9.0,7.0,3.375,2.25,29.75,15.25,21.375,15.75,40.25,21.5,0.25,5.25,4.75,1.5,0.0,54.5,33.25,0.6012500000000001,0.75,1.375,0.625,0.2375,63.75,41.5,5.0,2.0,5.75,4.125,2.5,2.25,35.25,13.625,1.5,1.25,30.25,9.75,0.375,3.25
Mark Hunt,Curtis Blaydes,John Sharp,2018,"Perth, Western Australia, Australia",Blue,False,Heavyweight,3,0.0,2.0,0.0,7.6,6.8,10.8,8.2,58.8,19.0,18.6,15.2,72.6,28.2,0.2,8.0,7.4,1.2,0.0,88.2,42.4,0.52,0.0,7.8,3.8,0.5920000000000001,123.2,71.2,2.0,2.0,6.2,4.8,8.0,6.2,57.6,22.0,0.8,0.4,56.0,20.2,0.0,4.2
Tai Tuivasa,Cyril Asker,Steve Perceval,2018,"Perth, Western Australia, Australia",Red,False,Heavyweight,3,0.0,1.0,0.0,2.25,1.25,0.75,0.5,19.5,4.75,13.5,8.25,31.5,12.25,0.0,0.0,0.0,1.25,0.0,33.75,13.5,0.36,0.25,2.0,1.25,0.5,65.5,36.25,1.0,2.0,4.5,3.5,1.5,1.25,17.0,8.5,7.25,5.5,19.25,10.0,0.5,2.0
Jake Matthews,Li Jingliang,Mark Simpson,2018,"Perth, Western Australia, Australia",Red,False,Welterweight,3,0.0,3.0,0.0,4.285714285714286,2.7142857142857144,3.571428571428572,1.8571428571428568,74.42857142857143,28.42857142857143,11.142857142857142,7.571428571428571,73.71428571428571,26.285714285714285,0.5714285714285714,11.142857142857142,8.857142857142858,0.8571428571428571,0.14285714285714285,89.14285714285714,37.857142857142854,0.4242857142857143,0.0,2.4285714285714284,0.8571428571428571,0.3685714285714286,98.14285714285714,46.14285714285714,3.0,2.0,4.857142857142857,3.1428571428571432,5.7142857142857135,3.8571428571428568,58.14285714285714,22.714285714285715,3.4285714285714284,2.2857142857142856,56.714285714285715,21.0,0.2857142857142857,5.7142857142857135
Tyson Pedro,Saparbeg Safarov,Peter Hickmott,2018,"Perth, Western Australia, Australia",Red,False,Light Heavyweight,3,1.0,0.0,0.0,10.0,6.0,4.0,2.0,126.0,35.0,1.0,0.0,120.0,30.0,0.0,1.0,1.0,0.0,0.0,131.0,37.0,0.28,0.0,2.0,0.0,0.0,131.0,37.0,0.0,1.0,5.0,2.0,11.0,10.0,81.0,40.0,16.0,10.0,93.0,49.0,1.0,10.0
Damien Brown,Dong Hyun Ma,John Sharp,2018,"Perth, Western Australia, Australia",Blue,False,Lightweight,3,0.0,2.0,0.0,7.5,5.25,12.75,7.75,53.25,21.75,6.75,4.5,61.5,25.0,0.25,3.75,3.75,2.5,0.25,72.75,34.0,0.5425,0.0,2.5,1.5,0.415,107.25,65.5,2.0,2.0,13.5,9.75,15.5,10.0,71.75,30.75,13.0,8.75,84.0,38.0,0.75,2.75
Rob Wilkinson,Israel Adesanya,Steve Perceval,2018,"Perth, Western Australia, Australia",Blue,False,Middleweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Volkanovski,Jeremy Kennedy,Marc Goddard,2018,"Perth, Western Australia, Australia",Red,False,Featherweight,3,0.0,3.0,0.0,8.0,5.0,12.666666666666664,6.666666666666668,41.333333333333336,13.666666666666664,25.66666666666667,17.666666666666668,68.0,30.0,0.0,3.6666666666666665,3.0,1.6666666666666667,0.0,79.66666666666667,38.0,0.4766666666666667,0.0,12.333333333333336,7.0,0.6,118.33333333333331,69.0,3.0,0.0,12.0,7.333333333333332,7.333333333333332,5.0,38.0,15.333333333333336,4.666666666666667,2.6666666666666665,32.666666666666664,11.333333333333336,0.3333333333333333,5.333333333333333
Jussier Formiga,Ben Nguyen,Peter Hickmott,2018,"Perth, Western Australia, Australia",Red,False,Flyweight,3,0.0,2.0,0.0,6.8,4.6,3.8,3.2,62.0,24.0,3.8,2.8,57.8,21.2,0.6,5.0,4.2,0.8,0.4,69.6,30.0,0.478,0.8,0.6,0.2,0.2,76.6,35.0,2.0,1.0,3.2,2.6,2.0,0.6,30.0,6.8,23.8,16.8,51.4,21.0,0.0,1.2
Ross Pearson,Mizuto Hirota,John Sharp,2018,"Perth, Western Australia, Australia",Red,False,Lightweight,3,1.0,0.0,0.0,13.0,9.2,5.8,3.6,114.8,44.2,11.2,6.4,113.0,40.0,0.0,5.8,5.0,1.4,0.0,131.8,54.2,0.384,0.0,3.8,1.8,0.45,178.0,93.6,1.0,4.0,12.8,8.4,7.0,5.0,96.0,45.2,8.6,6.8,85.8,38.0,0.6,13.0
Teruto Ishihara,Jose Quinonez,Marc Goddard,2018,"Perth, Western Australia, Australia",Blue,False,Bantamweight,3,0.0,3.0,0.0,14.75,8.75,4.0,2.0,74.0,29.75,11.25,7.0,69.75,25.75,0.5,4.75,4.25,3.25,0.25,89.25,38.75,0.485,1.0,4.25,2.5,0.5525,103.5,49.5,3.0,1.0,8.75,4.25,4.25,1.75,81.25,26.0,1.0,0.25,62.5,14.0,0.25,15.25
Luke Jumeau,Daichi Abe,Mark Simpson,2018,"Perth, Western Australia, Australia",Red,False,Welterweight,3,0.0,1.0,0.0,7.0,4.0,5.0,3.0,172.0,54.0,6.0,6.0,137.0,35.0,1.0,39.0,24.0,1.0,0.0,183.0,63.0,0.34,0.0,1.0,1.0,1.0,185.0,65.0,1.0,0.0,6.0,4.0,0.0,0.0,133.0,43.0,0.0,0.0,108.0,26.0,0.0,19.0
Lyoto Machida,Eryk Anders,Marc Goddard,2018,"Belem, Para, Brazil",Red,False,Middleweight,5,0.0,2.0,0.0,11.5,8.5,20.5,13.0,35.0,18.0,29.5,20.0,72.5,42.0,0.5,1.0,0.5,2.5,0.0,85.0,51.0,0.675,0.0,3.0,1.5,0.5,100.0,63.5,2.0,0.0,10.0,8.0,8.5,6.0,29.5,14.0,3.5,2.0,27.5,10.0,0.0,4.0
Valentina Shevchenko,Priscila Cachoeira,Mario Yamasaki,2018,"Belem, Para, Brazil",Red,False,Women's Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michel Prazeres,Desmond Green,Marc Goddard,2018,"Belem, Para, Brazil",Red,False,Lightweight,3,1.0,0.0,0.0,8.5,4.5,7.5,4.0,108.5,46.5,1.5,1.5,96.5,36.5,0.0,12.5,11.0,0.0,0.0,117.5,52.0,0.435,0.0,2.0,1.0,0.5,127.0,59.5,1.0,1.0,15.5,8.0,4.5,1.5,120.5,36.0,0.0,0.0,94.5,17.5,0.0,15.0
Tim Johnson,Marcelo Golm,Osiris Maia,2018,"Belem, Para, Brazil",Red,False,Heavyweight,3,0.0,1.0,0.0,1.0,1.0,17.0,8.0,14.0,7.0,23.0,20.0,51.0,32.0,0.0,2.0,2.0,2.0,0.0,54.0,35.0,0.64,1.0,1.0,1.0,1.0,70.0,47.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0
Douglas Silva de Andrade,Marlon Vera,Camila Albuquerque,2018,"Belem, Para, Brazil",Red,False,Bantamweight,3,1.0,0.0,0.0,15.0,7.7142857142857135,4.857142857142857,3.4285714285714284,58.42857142857143,22.857142857142854,10.571428571428571,6.571428571428571,49.85714285714285,18.285714285714285,0.2857142857142857,9.0,6.857142857142858,1.4285714285714286,0.0,73.85714285714286,32.857142857142854,0.42857142857142855,1.1428571428571428,1.4285714285714286,0.42857142857142855,0.21285714285714288,78.85714285714286,36.714285714285715,3.0,3.0,14.571428571428573,9.142857142857142,7.857142857142858,5.285714285714286,63.0,25.57142857142857,15.857142857142858,11.857142857142858,59.14285714285714,25.57142857142857,0.0,13.0
Thiago Santos,Anthony Smith,Marc Goddard,2018,"Belem, Para, Brazil",Red,False,Middleweight,3,0.0,3.0,0.0,10.833333333333336,7.166666666666668,7.666666666666668,6.0,69.5,28.83333333333333,4.166666666666667,3.0,66.83333333333333,27.5,0.5,3.6666666666666665,3.1666666666666665,0.5,0.3333333333333333,81.33333333333333,37.833333333333336,0.44333333333333336,0.3333333333333333,1.1666666666666667,0.3333333333333333,0.06666666666666668,87.33333333333331,43.33333333333334,3.0,2.0,8.833333333333334,5.666666666666668,7.666666666666668,4.5,60.66666666666666,27.33333333333333,13.833333333333336,11.0,62.33333333333334,27.33333333333333,0.0,11.0
Sergio Moraes,Tim Means,Eduardo Herdy,2018,"Belem, Para, Brazil",Red,False,Welterweight,3,1.0,0.0,0.0,19.8125,12.375,9.0625,6.4375,84.4375,33.9375,8.0625,4.875,76.375,27.8125,0.375,5.375,5.0625,0.5,0.125,101.5625,45.25,0.4956250000000001,0.125,1.125,0.5,0.21875,118.875,61.4375,4.0,7.0,9.8125,5.625,5.125,3.25,76.6875,25.125,5.5625,2.625,72.3125,21.125,0.0625,5.25
Alan Patrick,Damir Hadzovic,Mario Yamasaki,2018,"Belem, Para, Brazil",Red,False,Lightweight,3,0.0,1.0,0.0,2.0,1.5,1.0,0.5,35.0,11.5,0.5,0.5,34.0,10.5,0.5,0.5,0.5,0.0,0.0,36.5,12.5,0.355,0.0,0.5,0.0,0.0,39.0,15.0,1.0,1.0,3.0,1.0,4.0,3.0,50.5,19.0,8.0,6.0,56.5,24.0,0.5,3.0
Maia Stevenson,Polyana Viana,Camila Albuquerque,2018,"Belem, Para, Brazil",Blue,False,Women's Strawweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iuri Alcantara,Joe Soto,Osiris Maia,2018,"Belem, Para, Brazil",Red,False,Bantamweight,3,1.0,0.0,0.0,3.2857142857142856,2.4285714285714284,1.2857142857142858,0.42857142857142855,76.28571428571429,30.0,3.571428571428572,3.4285714285714284,72.0,27.714285714285715,0.0,5.857142857142858,3.7142857142857135,1.4285714285714286,0.0,81.14285714285714,33.857142857142854,0.4085714285714285,1.2857142857142858,2.571428571428572,0.5714285714285714,0.3528571428571429,96.57142857142857,46.42857142857143,3.0,4.0,11.0,7.571428571428571,5.142857142857143,2.7142857142857144,152.14285714285714,47.14285714285714,3.2857142857142856,2.0,144.42857142857142,40.142857142857146,0.42857142857142855,5.142857142857143
Deiveson Figueiredo,Joseph Morales,Eduardo Herdy,2018,"Belem, Para, Brazil",Red,False,Flyweight,3,0.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,16.0,10.0,22.0,12.0,1.0,0.0,0.0,1.0,0.0,22.0,12.0,0.54,1.0,0.0,0.0,0.0,26.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,5.0,2.0,0.0,0.0
Jacare Souza,Derek Brunson,Dan Miragliotta,2018,"Charlotte, North Carolina, USA",Red,False,Middleweight,5,0.0,2.0,0.0,2.0,1.25,7.416666666666668,4.666666666666667,30.66666666666667,11.166666666666664,8.666666666666666,4.833333333333333,39.41666666666666,15.833333333333336,0.4166666666666667,5.333333333333333,3.583333333333333,1.1666666666666667,0.0,46.75,20.666666666666668,0.475,0.25,3.9166666666666665,1.0833333333333333,0.11916666666666666,70.83333333333333,41.5,5.0,3.0,6.25,4.916666666666667,3.9166666666666665,2.6666666666666665,26.83333333333333,11.583333333333336,3.4166666666666665,2.833333333333333,24.66666666666667,9.666666666666666,0.08333333333333333,3.25
Dennis Bermudez,Andre Fili,Kevin MacDonald,2018,"Charlotte, North Carolina, USA",Blue,False,Featherweight,3,0.0,1.0,0.0,10.222222222222221,6.5555555555555545,6.0,3.333333333333333,83.1111111111111,29.11111111111111,10.444444444444443,5.5555555555555545,80.44444444444444,24.33333333333333,0.3333333333333333,8.888888888888891,7.111111111111112,1.1111111111111112,0.3333333333333333,99.55555555555556,38.0,0.3577777777777777,0.1111111111111111,3.7777777777777777,1.8888888888888888,0.5222222222222223,111.33333333333331,48.555555555555564,1.0,4.0,9.666666666666666,6.0,4.5555555555555545,2.2222222222222223,64.66666666666667,25.88888888888889,6.888888888888888,4.222222222222221,59.555555555555564,20.0,0.1111111111111111,6.888888888888888
Jordan Rinaldi,Gregor Gillespie,Donnie Jessup,2018,"Charlotte, North Carolina, USA",Blue,False,Lightweight,3,0.0,3.0,0.0,1.3333333333333333,0.3333333333333333,3.6666666666666665,1.3333333333333333,34.666666666666664,13.0,14.333333333333336,8.666666666666666,49.0,20.33333333333333,0.6666666666666666,2.333333333333333,2.333333333333333,5.0,0.0,52.66666666666666,23.0,0.4866666666666666,0.3333333333333333,8.333333333333334,3.0,0.3066666666666667,86.0,50.66666666666666,3.0,0.0,4.0,2.333333333333333,12.666666666666664,10.666666666666666,37.66666666666666,11.666666666666664,1.0,0.6666666666666666,47.33333333333334,20.666666666666668,0.0,0.0
Drew Dober,Frank Camacho,Joseph Hawes,2018,"Charlotte, North Carolina, USA",Red,False,Welterweight,3,0.0,1.0,0.0,22.0,17.0,27.0,23.0,271.0,130.0,1.0,1.0,277.0,137.0,0.0,0.0,0.0,1.0,1.0,299.0,154.0,0.51,0.0,5.0,1.0,0.2,360.0,212.0,1.0,0.0,25.0,19.0,6.0,4.0,244.0,99.0,1.0,1.0,213.0,72.0,0.0,13.0
Erik Koch,Bobby Green,Dan Miragliotta,2018,"Charlotte, North Carolina, USA",Blue,False,Lightweight,3,4.0,0.0,0.0,20.375,13.25,8.625,7.125,106.0,45.0,4.875,3.75,84.0,30.625,0.125,15.125,12.0,0.5,0.25,119.5,55.875,0.465,0.125,2.5,0.625,0.22875,129.75,65.0,4.0,4.0,19.25,9.875,6.5,3.375,122.25,42.75,6.5,4.0,104.0,31.75,0.375,12.0
Mirsad Bektic,Godofredo Pepey,Kevin MacDonald,2018,"Charlotte, North Carolina, USA",Red,False,Featherweight,3,1.0,0.0,0.0,3.8,2.5,3.1,2.4,39.3,12.6,5.4,3.4,40.8,13.3,0.1,3.2,2.6,0.6,0.4,47.8,18.4,0.402,0.8,2.7,0.2,0.1,69.3,37.1,3.0,5.0,5.3,3.9,3.2,2.4,31.9,13.4,12.0,9.3,39.5,19.2,0.3,2.3
Katlyn Chookagian,Mara Romero Borella,Donnie Jessup,2018,"Charlotte, North Carolina, USA",Red,False,Women's Flyweight,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,3.0,0.0,5.0,3.0,0.6,1.0,1.0,1.0,1.0,18.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
Randa Markos,Juliana Lima,Joseph Hawes,2018,"Charlotte, North Carolina, USA",Red,False,Women's Strawweight,3,1.0,0.0,0.0,9.333333333333334,7.333333333333332,11.0,8.833333333333334,42.66666666666666,12.666666666666664,10.5,6.5,44.16666666666666,13.166666666666664,0.0,10.666666666666666,7.5,0.6666666666666666,0.5,64.16666666666667,28.0,0.43,0.0,5.5,1.6666666666666667,0.385,104.66666666666669,63.66666666666666,2.0,3.0,16.5,12.0,11.333333333333336,8.0,48.33333333333334,13.333333333333336,6.0,4.666666666666667,46.5,12.333333333333336,0.0,2.6666666666666665
Justine Kish,Ji Yeon Kim,Dan Miragliotta,2018,"Charlotte, North Carolina, USA",Blue,False,Women's Flyweight,3,1.0,0.0,0.0,14.0,9.0,14.0,7.0,144.0,53.0,4.0,0.0,139.0,42.0,0.0,9.0,9.0,0.0,0.0,162.0,60.0,0.37,0.0,1.0,0.0,0.0,168.0,65.0,0.0,1.0,14.0,6.0,12.0,9.0,157.0,44.0,0.0,0.0,146.0,42.0,0.0,9.0
